name,exth,modelg_r,extj,extk,e_uhmag,exti,ukmag,extg,2kmag,nuvmag,extz,dedeg,e_zmag,e_ukmag,e_uymag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,uymag,rmag,modelg_i,modelg_j,dgr,2hmag,imag,b_a,extnuv,r90,e_2hmag,e_imag,modelu_j,modelu_k,modelu_i,modelu_r,logmstar,e_uvm2mag,grpcz,uvm2mag,e_rmag,absrmag,modelg_k,zmag,extuvm2,exty,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,uhmag,umag,fl_insample,mhi,emhi,grpsig_gapper,grprproj_smooth,grprproj_stack,grpabsrmag,logmh_dyn,grpsig,logmh_dyn_gapper,grpsig_smooth,logmh,grpn,grprproj,grp,grpsig_stack,logmh_dyn_smooth
rs0149 ,0.04,0.41,0.06,0.03,0.11,0.15,14.18,0.27,13.64,19.15,0.11,0.21761972,0.05,0.33,0.18,0.37,147.30547,0.2,0.29,15.03,6.3,17.18,15.52,16.64,0.62,1.79,0.03,14.54,16.37,0.43,0.65,14.43,0.2,0.03,2.94,3.75,1.77,1.55,8.99,-99.0,5833.56,-99.0,0.03,-18.14,2.6,16.14,0.67,0.09,0.05,5803.0,0.05,0.48,0.03,14.61,18.28,1,550161000.0,35853800.0,46.9523,52.0108,52.0108,-19.8106,11.5737,37.4625,11.7699,52.0108,11.4249,2.0,0.0912472,4435.0,52.0108,12.0933
rs0150 ,0.03,0.33,0.04,0.02,0.47,0.09,14.31,0.17,13.62,18.53,0.06,4.1990716,0.05,0.55,0.21,0.23,147.56018,0.12,0.24,15.37,8.47,16.92,15.82,16.52,0.53,1.74,-0.05,14.05,16.29,0.41,0.4,18.43,0.13,0.02,2.77,3.63,1.56,1.36,8.81,-99.0,5851.11,-99.0,0.02,-18.22,2.6,15.94,0.41,0.05,0.05,5861.2,0.04,0.27,0.02,14.82,18.03,1,2002050000.0,132367000.0,0.0,0.0,0.0,-18.205,0.0,0.0,0.0,0.0,11.0569,1.0,0.0,6138.0,0.0,0.0
rs0151 ,0.02,0.18,0.03,0.01,-99.0,0.07,-99.0,0.14,-99.0,18.62,0.05,3.5412067,0.03,-99.0,0.18,0.18,147.64313,0.1,-99.0,15.51,6.56,17.04,15.96,16.69,0.29,1.3,-0.1,14.83,16.54,0.45,0.33,15.02,0.16,0.02,2.32,3.08,1.31,1.21,8.69,-99.0,7071.42,-99.0,0.03,-18.43,2.06,16.55,0.34,0.04,0.06,7071.6,0.06,0.34,0.04,-99.0,18.11,0,3853640000.0,192682000.0,0.0,0.0,0.0,-18.4434,0.0,0.0,0.0,0.0,11.1019,1.0,0.0,6106.0,0.0,0.0
rs0152 ,0.02,0.33,0.03,0.01,-99.0,0.06,-99.0,0.11,13.91,18.54,0.04,4.9507741,0.12,-99.0,0.18,0.15,147.68028,0.08,0.46,15.37,4.44,17.14,15.94,16.71,0.52,1.7,0.03,14.79,16.48,0.73,0.27,10.55,0.42,0.05,2.65,3.48,1.47,1.27,8.87,-99.0,7046.92,-99.0,0.2,-18.39,2.53,16.37,0.28,0.04,0.06,7044.5,0.07,0.25,0.02,-99.0,18.21,0,680109000.0,0.0,0.0,0.0,0.0,-18.5306,0.0,0.0,0.0,0.0,11.1199,1.0,0.0,6178.0,0.0,0.0
rs0153 ,0.02,0.29,0.03,0.01,0.41,0.07,13.0,0.13,13.1,17.53,0.05,4.273308,0.09,0.23,-99.0,0.18,147.74639,0.1,0.71,14.1,20.46,15.43,-99.0,15.07,0.44,1.49,-0.2,13.51,14.7,0.6,0.32,72.64,0.58,0.06,2.64,3.41,1.6,1.44,9.17,-99.0,4906.95,-99.0,0.14,-19.24,2.25,14.66,0.33,0.04,0.14,4887.7,0.1,0.33,0.06,13.5,16.43,1,2841990000.0,92048100.0,0.0,0.0,0.0,-19.2084,0.0,0.0,0.0,0.0,11.2689,1.0,0.0,4669.0,0.0,0.0
rs0154 ,0.04,0.34,0.07,0.03,-99.0,0.16,15.47,0.28,-99.0,19.83,0.11,0.89980729,0.05,0.52,-99.0,0.39,147.8353,0.21,-99.0,-99.0,6.43,18.0,-99.0,17.49,0.53,1.68,0.01,-99.0,17.28,0.45,0.69,16.29,-99.0,0.03,2.82,3.64,1.67,1.48,8.53,-99.0,5957.57,-99.0,0.05,-17.36,2.49,17.12,0.71,0.09,0.15,5949.0,0.1,-99.0,0.03,-99.0,19.12,1,256455000.0,45339200.0,0.0,0.0,0.0,-17.5082,0.0,0.0,0.0,0.0,10.9269,1.0,0.0,1704.0,0.0,0.0
rs0155 ,0.04,0.72,0.06,0.02,-99.0,0.14,11.5,0.25,11.61,19.44,0.1,1.1121288,0.05,0.25,0.12,0.35,147.89581,0.18,0.09,12.69,6.34,15.0,12.94,14.2,1.05,2.29,-0.09,11.61,13.76,0.89,0.61,29.31,0.16,0.02,3.73,4.53,2.48,2.15,10.45,-99.0,6003.24,-99.0,0.04,-20.64,3.09,13.48,0.63,0.08,0.13,5984.9,0.47,0.4,0.02,-99.0,16.54,1,918405000.0,0.0,167.999,101.287,101.287,-21.5272,12.8536,144.139,12.9866,101.287,12.1429,3.0,0.117408,4672.0,101.287,12.6161
rs0156 ,0.03,0.33,0.04,0.02,0.16,0.1,-99.0,0.19,12.92,17.3,0.07,0.43488855,0.03,-99.0,-99.0,0.25,147.89727,0.14,0.2,13.9,5.82,15.77,-99.0,15.34,0.52,1.68,-0.01,13.14,15.1,0.77,0.45,14.63,0.35,0.02,2.69,3.51,1.53,1.34,9.35,-99.0,5991.74,-99.0,0.04,-19.46,2.5,14.95,0.46,0.06,0.06,5990.2,0.03,0.33,0.04,13.45,16.8,1,3594690000.0,172822000.0,0.0,0.0,0.0,-19.4727,0.0,0.0,0.0,0.0,11.3329,1.0,0.0,5782.0,0.0,0.0
rs0157 ,0.02,0.26,0.04,0.02,-99.0,0.09,-99.0,0.16,-99.0,19.22,0.06,3.1228365,0.51,-99.0,0.67,0.22,147.94825,0.12,-99.0,-99.0,9.08,17.67,16.74,17.26,0.42,1.54,-0.11,-99.0,17.09,0.67,0.39,19.61,-99.0,0.03,2.59,3.41,1.47,1.31,8.43,-99.0,5930.35,-99.0,0.14,-17.47,2.36,17.21,0.4,0.05,0.22,5875.0,0.21,-99.0,0.07,-99.0,18.29,1,824437000.0,107606000.0,0.0,0.0,0.0,-17.3797,0.0,0.0,0.0,0.0,10.9059,1.0,0.0,1706.0,0.0,0.0
rs0158 ,0.03,0.27,0.05,0.02,0.69,0.12,15.35,0.23,-99.0,19.33,0.09,1.0465057,0.15,0.33,0.59,0.31,147.9988,0.16,-99.0,15.63,5.52,17.78,16.31,17.36,0.43,1.54,-0.03,-99.0,17.17,0.67,0.55,10.3,-99.0,0.03,2.57,3.37,1.47,1.31,8.49,-99.0,6003.24,-99.0,0.03,-17.53,2.34,17.02,0.56,0.07,0.06,6185.7,0.12,0.32,0.03,15.77,18.83,1,475055000.0,47107800.0,167.999,101.287,101.287,-21.5272,12.8536,144.139,12.9866,101.287,12.1429,3.0,0.117408,4672.0,101.287,12.6161
rs0159 ,0.03,0.66,0.05,0.02,0.04,0.11,11.19,0.21,11.04,18.05,0.08,1.0955096,0.03,0.05,-99.0,0.28,148.04764,0.15,0.11,12.19,9.45,14.68,-99.0,13.93,0.99,2.34,-0.05,11.36,13.53,0.71,0.5,27.68,0.03,0.02,3.82,4.74,2.46,2.13,10.43,-99.0,6003.24,-99.0,0.02,-20.84,3.27,13.25,0.51,0.07,0.06,5890.9,0.04,0.12,0.02,11.4,16.24,1,869085000.0,0.0,167.999,101.287,101.287,-21.5272,12.8536,144.139,12.9866,101.287,12.1429,3.0,0.117408,4672.0,101.287,12.6161
rs0160 ,0.05,0.27,0.09,0.03,0.11,0.2,14.42,0.36,-99.0,-99.0,0.14,2.1809241,0.02,0.16,0.37,0.49,148.1041,0.26,-99.0,15.17,8.07,16.91,15.72,16.45,0.42,1.47,0.02,14.13,16.21,0.42,0.87,23.04,0.37,0.06,2.4,3.15,1.34,1.19,8.69,-99.0,4839.06,-99.0,0.06,-18.02,2.22,16.05,0.89,0.11,0.05,4861.3,-99.0,0.15,0.04,14.76,17.91,1,1138210000.0,79674400.0,53.9707,78.4101,78.4101,-21.3691,11.0288,43.0624,11.2249,78.4101,12.0479,2.0,0.0196926,5368.0,78.4101,12.4568
rs0161 ,0.05,0.51,0.07,0.03,-99.0,0.16,15.3,0.3,-99.0,-99.0,0.12,2.2789666,0.07,0.38,1.44,0.41,148.11179,0.22,-99.0,-99.0,2.52,18.34,16.44,17.72,0.73,1.87,0.02,-99.0,17.41,0.85,0.72,6.96,-99.0,0.03,3.18,3.94,2.04,1.82,8.29,-99.0,4839.06,-99.0,0.04,-16.7,2.63,17.53,0.74,0.09,0.15,4852.7,-99.0,-99.0,0.03,-99.0,19.96,0,270782000.0,0.0,53.9707,78.4101,78.4101,-21.3691,11.0288,43.0624,11.2249,78.4101,12.0479,2.0,0.0196926,5368.0,78.4101,12.4568
rs0162 ,0.05,0.72,0.09,0.03,0.07,0.2,10.18,0.36,10.0,-99.0,0.14,2.1544966,0.02,0.14,0.01,0.49,148.12345,0.26,0.13,11.04,14.01,13.92,11.62,13.1,1.05,2.48,-0.17,10.3,12.68,0.52,0.87,34.09,0.03,0.02,4.0,4.93,2.57,2.24,10.57,-99.0,4839.06,-99.0,0.03,-21.35,3.41,12.38,0.89,0.11,0.19,4819.2,-99.0,0.04,0.02,10.4,15.43,1,3344550000.0,145415000.0,53.9707,78.4101,78.4101,-21.3691,11.0288,43.0624,11.2249,78.4101,12.0479,2.0,0.0196926,5368.0,78.4101,12.4568
rs0163 ,0.03,0.41,0.05,0.02,0.14,0.11,12.69,0.21,12.7,-99.0,0.08,1.9778242,0.04,0.14,0.09,0.28,148.32056,0.15,0.18,13.56,5.78,15.66,13.99,15.15,0.64,1.86,0.03,12.91,14.89,0.62,0.5,12.23,0.09,0.02,2.86,3.71,1.64,1.41,9.61,-99.0,6113.77,-99.0,0.02,-19.71,2.72,14.69,0.52,0.07,0.03,6124.6,-99.0,0.1,0.02,12.94,16.78,1,1535640000.0,126465000.0,0.0,0.0,0.0,-19.7066,0.0,0.0,0.0,0.0,11.3949,1.0,0.0,4676.0,0.0,0.0
rs0164 ,0.02,0.65,0.03,0.01,0.67,0.06,15.63,0.11,-99.0,20.68,0.04,1.2193573,0.14,1.45,0.64,0.15,148.32362,0.08,-99.0,-99.0,3.18,19.05,17.3,18.3,0.95,2.21,-0.07,-99.0,17.88,0.95,0.27,11.67,-99.0,0.14,3.6,4.42,2.35,2.05,8.59,-99.0,6164.6,-99.0,0.19,-16.51,3.03,17.77,0.28,0.04,0.44,6164.6,0.38,-99.0,0.05,16.44,20.44,0,401843000.0,0.0,0.0,0.0,0.0,-16.5058,0.0,0.0,0.0,0.0,10.5494,1.0,0.0,9456.0,0.0,0.0
rs0165 ,0.03,0.32,0.05,0.02,0.07,0.11,14.4,0.21,14.17,18.9,0.08,0.72070669,0.03,0.24,0.13,0.28,148.3352,0.15,0.36,14.83,4.04,17.28,15.88,16.86,0.51,1.68,-0.1,-99.0,16.64,0.43,0.5,9.43,-99.0,0.02,2.7,3.54,1.53,1.34,8.71,-99.0,6006.18,-99.0,0.03,-17.97,2.51,16.41,0.52,0.07,0.04,6053.6,0.03,0.24,0.02,14.89,18.3,1,1176370000.0,92243300.0,68.1862,46.7881,46.7881,-18.4474,11.9076,54.4048,12.1037,46.7881,11.1029,2.0,0.0933308,1708.0,46.7881,11.926
rs0166 ,0.02,0.59,0.03,0.01,0.02,0.08,11.79,0.14,11.76,17.63,0.06,2.3740967,0.02,0.02,0.05,0.2,148.43262,0.1,0.08,12.81,15.58,15.37,13.23,14.71,0.92,2.4,-0.21,11.93,14.34,0.21,0.35,33.35,0.03,0.02,3.65,4.65,2.17,1.84,10.03,-99.0,6107.3,-99.0,0.02,-20.1,3.4,14.03,0.36,0.05,0.03,6105.3,0.02,0.06,0.02,12.08,16.65,1,8114620000.0,233385000.0,0.0,0.0,0.0,-20.1018,0.0,0.0,0.0,0.0,11.5149,1.0,0.0,5421.0,0.0,0.0
rs0167 ,0.02,0.38,0.04,0.01,-99.0,0.08,-99.0,0.15,-99.0,19.73,0.06,0.78671129,0.11,-99.0,0.22,0.21,148.44043,0.11,-99.0,15.65,4.14,17.9,16.56,17.42,0.6,1.83,-0.02,-99.0,17.2,0.37,0.37,11.33,-99.0,0.03,2.96,3.83,1.72,1.5,8.57,-99.0,6006.18,-99.0,0.03,-17.35,2.71,16.99,0.38,0.05,0.1,5971.9,0.07,0.17,0.02,-99.0,19.17,1,979075000.0,137414000.0,68.1862,46.7881,46.7881,-18.4474,11.9076,54.4048,12.1037,46.7881,11.1029,2.0,0.0933308,1708.0,46.7881,11.926
rs0168 ,0.03,0.25,0.05,0.02,0.94,0.12,13.93,0.22,-99.0,17.63,0.09,0.49450371,0.05,0.97,0.24,0.3,148.44336,0.16,-99.0,15.2,11.45,16.27,15.47,15.85,0.39,1.46,0.02,13.94,15.65,0.54,0.54,32.33,0.66,0.03,2.41,3.16,1.35,1.2,9.03,-99.0,6033.14,-99.0,0.06,-18.99,2.21,15.58,0.55,0.07,0.05,6046.8,0.06,1.19,0.02,14.67,17.19,1,3345960000.0,158493000.0,0.0,0.0,0.0,-18.9533,0.0,0.0,0.0,0.0,11.2089,1.0,0.0,5910.0,0.0,0.0
rs0169 ,0.03,0.74,0.04,0.02,0.19,0.09,12.12,0.17,11.9,20.31,0.07,2.2976335,0.02,0.05,0.02,0.23,148.58454,0.13,0.16,13.03,4.85,15.66,13.5,14.89,1.08,2.41,-0.03,12.4,14.51,0.44,0.42,13.58,0.03,0.02,3.93,4.84,2.6,2.26,10.09,-99.0,5972.32,-99.0,0.02,-19.9,3.32,14.24,0.43,0.05,0.03,5981.1,0.04,0.04,0.02,12.28,17.36,1,419149000.0,0.0,0.0,0.0,0.0,-19.8862,0.0,0.0,0.0,0.0,11.4489,1.0,0.0,6021.0,0.0,0.0
rs0170 ,0.03,0.26,0.04,0.02,0.15,0.09,14.61,0.17,-99.0,18.27,0.07,4.9755856,0.03,0.14,0.16,0.23,148.67533,0.12,-99.0,15.43,3.6,17.04,15.84,16.69,0.41,1.51,-0.06,14.81,16.51,0.76,0.41,8.27,0.45,0.02,2.4,3.18,1.3,1.15,8.53,-99.0,5011.43,-99.0,0.02,-17.71,2.29,16.32,0.42,0.05,0.05,5001.2,0.05,0.17,0.02,14.86,17.95,1,530050000.0,72279600.0,0.0,0.0,0.0,-17.7144,0.0,0.0,0.0,0.0,10.9629,1.0,0.0,6180.0,0.0,0.0
rs0171 ,0.01,0.38,0.02,0.01,0.06,0.05,13.66,0.09,13.53,18.8,0.04,0.879338,0.09,0.61,-99.0,0.13,148.8469,0.07,0.18,14.59,6.75,16.9,-99.0,16.44,0.6,1.84,0.0,14.52,16.21,0.33,0.22,13.85,0.29,0.05,2.93,3.81,1.69,1.47,8.71,-99.0,4787.75,-99.0,0.02,-17.8,2.72,16.01,0.23,0.03,0.04,4787.6,0.04,0.16,0.03,14.42,17.99,1,396459000.0,37163300.0,0.0,0.0,0.0,-17.8095,0.0,0.0,0.0,0.0,10.9819,1.0,0.0,5931.0,0.0,0.0
rs0172 ,0.01,0.35,0.02,0.01,0.53,0.05,13.3,0.08,13.09,17.37,0.03,3.4051113,0.03,0.41,0.11,0.11,148.94276,0.06,0.2,13.81,9.4,15.7,14.38,15.28,0.55,1.71,-0.04,13.2,15.07,0.55,0.2,19.17,0.09,0.04,2.73,3.53,1.57,1.37,9.23,-99.0,4960.02,-99.0,0.03,-19.03,2.52,14.89,0.21,0.03,0.05,4974.8,0.01,0.21,0.02,13.41,16.71,1,965500000.0,107278000.0,0.0,0.0,0.0,-19.0537,0.0,0.0,0.0,0.0,11.2319,1.0,0.0,4682.0,0.0,0.0
rs0173 ,0.02,0.33,0.03,0.01,0.12,0.06,15.34,0.11,-99.0,19.45,0.04,3.1493164,0.06,0.22,0.22,0.15,149.21819,0.08,-99.0,-99.0,1.73,18.05,16.78,17.65,0.53,1.74,-0.02,-99.0,17.43,0.74,0.27,4.79,-99.0,0.04,2.65,3.51,1.44,1.24,8.37,-99.0,6247.0,-99.0,0.02,-17.18,2.6,17.24,0.27,0.03,0.05,6247.0,0.04,-99.0,0.03,15.54,18.99,0,534276000.0,0.0,0.0,0.0,0.0,-17.1777,0.0,0.0,0.0,0.0,10.8265,1.0,0.0,9457.0,0.0,0.0
rs0174 ,0.02,0.26,0.03,0.01,0.49,0.06,14.9,0.11,-99.0,18.59,0.04,3.382876,0.03,0.35,0.32,0.15,149.2338,0.08,-99.0,15.3,7.39,17.07,16.05,16.72,0.42,1.52,-0.11,14.5,16.46,0.35,0.27,21.86,0.49,0.05,2.49,3.28,1.39,1.24,8.69,-99.0,6213.47,-99.0,0.07,-18.08,2.3,16.43,0.28,0.04,0.06,6159.9,0.04,0.23,0.03,14.74,18.05,1,4294680000.0,182752000.0,93.2304,51.8994,51.8994,-19.8618,11.5571,74.3871,11.7532,51.8994,11.4409,2.0,0.022272,4688.0,51.8994,12.0884
rs0175 ,0.02,0.57,0.03,0.01,-99.0,0.06,-99.0,0.11,12.18,18.39,0.04,3.3564401,0.02,-99.0,0.06,0.15,149.2449,0.08,0.12,13.34,11.7,15.85,13.83,15.2,0.9,2.35,-0.04,12.62,14.85,0.19,0.27,23.22,0.07,0.03,3.68,4.67,2.23,1.91,9.81,-99.0,6213.47,-99.0,0.06,-19.64,3.34,14.56,0.28,0.04,0.04,6264.8,0.02,0.06,0.02,-99.0,17.22,1,4442200000.0,189030000.0,93.2304,51.8994,51.8994,-19.8618,11.5571,74.3871,11.7532,51.8994,11.4409,2.0,0.022272,4688.0,51.8994,12.0884
rs0176 ,0.04,0.4,0.06,0.02,0.46,0.14,15.7,0.26,-99.0,19.75,0.1,4.5206995,0.6,0.74,0.6,0.35,149.44811,0.19,-99.0,15.34,10.89,17.66,16.38,16.92,0.6,1.71,0.26,-99.0,16.76,0.81,0.62,30.88,-99.0,0.04,2.93,3.71,1.83,1.63,8.73,-99.0,6395.86,-99.0,0.26,-18.07,2.48,15.99,0.64,0.08,1.89,6395.8,0.11,0.43,0.08,15.85,20.71,1,1425900000.0,254514000.0,0.0,0.0,0.0,-18.0707,0.0,0.0,0.0,0.0,11.0329,1.0,0.0,594.0,0.0,0.0
rs0177 ,0.01,0.22,0.02,0.01,0.41,0.05,15.82,0.09,-99.0,19.39,0.03,3.4413831,0.07,0.25,0.91,0.12,149.82096,0.06,-99.0,-99.0,2.66,17.96,16.78,17.67,0.35,1.42,0.04,-99.0,17.54,0.95,0.21,6.17,-99.0,0.03,2.37,3.14,1.3,1.17,8.29,-99.0,6738.6,-99.0,0.03,-17.31,2.19,17.36,0.22,0.03,0.13,6738.6,0.05,-99.0,0.03,15.92,18.93,0,1334130000.0,256749000.0,0.0,0.0,0.0,-17.3104,0.0,0.0,0.0,0.0,10.8667,1.0,0.0,9458.0,0.0,0.0
rs0178 ,0.01,0.34,0.02,0.01,0.21,0.05,15.1,0.08,14.25,19.5,0.03,3.2930701,0.03,0.95,0.49,0.11,149.91796,0.06,0.56,-99.0,2.27,17.77,16.32,17.36,0.55,1.78,0.2,-99.0,17.13,0.62,0.2,6.11,-99.0,0.05,2.84,3.72,1.61,1.41,8.65,-99.0,6875.29,-99.0,0.05,-17.67,2.66,16.94,0.21,0.03,0.06,6894.0,0.09,-99.0,0.06,15.32,18.9,1,669596000.0,0.0,0.0,0.0,0.0,-17.6611,0.0,0.0,0.0,0.0,10.9529,1.0,0.0,7860.0,0.0,0.0
rs0179 ,0.01,0.37,0.02,0.01,0.22,0.05,15.44,0.09,-99.0,19.11,0.03,3.1272034,0.07,0.31,0.45,0.12,150.15804,0.06,-99.0,15.8,4.95,17.6,16.19,17.16,0.56,1.69,-0.06,14.86,16.89,0.67,0.21,10.02,0.18,0.04,2.68,3.45,1.55,1.36,8.79,-99.0,6832.12,-99.0,0.07,-17.85,2.46,16.91,0.22,0.03,0.38,6837.5,0.05,0.23,0.03,15.15,18.53,1,1486120000.0,202653000.0,0.0,0.0,0.0,-17.8433,0.0,0.0,0.0,0.0,10.9899,1.0,0.0,6083.0,0.0,0.0
rs0180 ,0.01,0.38,0.02,0.01,0.07,0.04,14.37,0.08,13.7,18.24,0.03,1.3355974,0.1,0.12,0.34,0.11,150.21025,0.06,0.26,14.7,8.13,16.63,15.45,16.17,0.56,1.65,0.0,14.29,15.94,0.9,0.19,17.44,0.37,0.03,2.66,3.39,1.58,1.39,8.99,-99.0,6239.57,-99.0,0.03,-18.64,2.37,15.71,0.19,0.02,0.19,6235.3,0.03,0.31,0.02,14.5,17.58,1,1329500000.0,131078000.0,0.0,0.0,0.0,-18.623,0.0,0.0,0.0,0.0,11.1349,1.0,0.0,5967.0,0.0,0.0
rs0181 ,0.01,0.6,0.02,0.01,0.04,0.05,11.11,0.1,11.18,17.21,0.04,3.0578139,0.28,0.07,0.21,0.13,150.52922,0.07,0.17,12.18,11.04,14.37,12.53,13.64,0.89,2.12,-0.06,11.47,13.17,0.89,0.23,74.4,0.04,0.07,3.46,4.29,2.23,1.94,10.55,-99.0,6794.4,-99.0,0.1,-21.38,2.95,12.99,0.24,0.03,0.45,6847.5,0.16,0.04,0.02,11.51,15.36,1,1693720000.0,180663000.0,0.0,0.0,0.0,-21.2932,0.0,0.0,0.0,0.0,12.0079,1.0,0.0,5808.0,0.0,0.0
rs0182 ,0.01,0.44,0.02,0.01,0.09,0.04,14.43,0.07,13.71,18.79,0.03,2.0217167,0.03,0.18,-99.0,0.09,150.54676,0.05,0.21,15.31,5.87,16.91,-99.0,16.41,0.66,1.82,-0.03,14.2,16.19,0.86,0.16,12.87,0.13,0.03,2.91,3.69,1.76,1.53,9.19,-99.0,6236.33,-99.0,0.02,-18.39,2.6,15.95,0.16,0.02,0.05,6236.3,0.02,0.35,0.03,14.58,18.06,1,733528000.0,71411800.0,0.0,0.0,0.0,-18.4694,0.0,0.0,0.0,0.0,11.1069,1.0,0.0,6005.0,0.0,0.0
rs0183 ,0.01,0.52,0.02,0.01,0.06,0.04,11.97,0.08,11.95,17.95,0.03,4.4550512,0.03,0.06,0.05,0.11,150.68918,0.06,0.04,12.92,3.98,15.4,13.5,14.79,0.82,2.26,-0.09,12.32,14.47,0.52,0.19,13.89,0.03,0.02,3.58,4.56,2.14,1.84,9.85,-99.0,6254.59,-99.0,0.03,-20.03,3.24,14.22,0.2,0.03,0.06,6268.4,0.05,0.06,0.03,12.26,16.72,1,1627530000.0,151398000.0,0.0,0.0,0.0,-20.0481,0.0,0.0,0.0,0.0,11.4999,1.0,0.0,6151.0,0.0,0.0
rs0184 ,0.01,0.33,0.02,0.01,0.58,0.04,15.61,0.08,-99.0,19.44,0.03,3.4944879,0.07,0.35,0.48,0.11,151.02216,0.06,-99.0,-99.0,6.1,18.05,16.9,17.66,0.51,1.62,-0.1,-99.0,17.43,0.32,0.19,14.29,-99.0,0.03,2.71,3.5,1.6,1.42,8.41,-99.0,6247.7,-99.0,0.04,-17.15,2.41,17.36,0.2,0.03,0.12,6247.7,0.37,-99.0,0.03,16.12,19.1,0,1992790000.0,187999000.0,0.0,0.0,0.0,-17.1507,0.0,0.0,0.0,0.0,10.8179,1.0,0.0,9459.0,0.0,0.0
rs0185 ,0.02,0.5,0.03,0.01,-99.0,0.07,13.1,0.12,13.24,18.37,0.05,0.1205105,0.03,0.29,0.09,0.17,151.07908,0.09,0.12,14.44,9.02,16.5,14.74,15.92,0.78,2.1,-0.12,13.4,15.61,0.34,0.3,19.68,0.07,0.02,3.22,4.14,1.9,1.62,9.43,-99.0,6380.19,-99.0,0.06,-18.97,3.01,15.38,0.31,0.04,0.1,6380.2,0.07,0.13,0.03,-99.0,17.7,1,4019190000.0,215664000.0,0.0,0.0,0.0,-18.97,0.0,0.0,0.0,0.0,11.2139,1.0,0.0,5886.0,0.0,0.0
rs0186 ,0.02,0.35,0.03,0.01,0.3,0.07,14.72,0.12,-99.0,19.9,0.05,0.60184866,0.2,2.14,0.55,0.16,151.10898,0.09,-99.0,15.96,6.13,17.69,16.63,17.15,0.53,1.62,0.02,-99.0,16.92,0.9,0.29,16.3,-99.0,0.05,2.81,3.59,1.73,1.55,8.57,-99.0,6146.53,-99.0,0.06,-17.65,2.39,16.9,0.3,0.04,0.22,6146.1,0.12,0.28,0.05,15.75,18.95,1,627056000.0,102396000.0,0.0,0.0,0.0,-17.6538,0.0,0.0,0.0,0.0,10.9519,1.0,0.0,827.0,0.0,0.0
rs0187 ,0.02,0.65,0.03,0.01,0.24,0.07,-99.0,0.13,13.74,20.2,0.05,0.28158404,0.04,-99.0,-99.0,0.18,151.16378,0.1,0.16,14.35,5.53,16.61,-99.0,15.89,0.94,2.15,-0.03,13.71,15.51,0.9,0.32,18.27,0.12,0.04,3.51,4.27,2.3,2.01,9.59,-99.0,6326.0,-99.0,0.06,-18.98,2.91,15.26,0.33,0.04,0.05,6324.9,0.16,0.28,0.03,13.63,18.01,1,173564000.0,0.0,0.0,0.0,0.0,-18.9041,0.0,0.0,0.0,0.0,11.1979,1.0,0.0,5894.0,0.0,0.0
rs0188 ,0.01,0.34,0.02,0.01,0.46,0.04,13.12,0.07,13.17,17.32,0.03,4.1635443,0.04,0.3,0.09,0.1,151.30457,0.05,0.29,13.81,9.05,15.68,14.49,15.27,0.53,1.66,-0.1,13.15,15.04,0.88,0.17,20.05,0.33,0.02,2.69,3.48,1.56,1.37,9.47,-99.0,6549.78,-99.0,0.04,-19.64,2.45,14.88,0.18,0.02,0.21,6545.7,0.03,0.27,0.04,13.4,16.65,1,3590690000.0,123817000.0,0.0,0.0,0.0,-19.6844,0.0,0.0,0.0,0.0,11.3899,1.0,0.0,6136.0,0.0,0.0
rs0189 ,0.02,0.79,0.03,0.01,0.03,0.07,12.35,0.12,12.22,19.97,0.05,2.7432596,0.02,0.03,0.05,0.16,151.31063,0.09,0.12,13.58,7.72,16.65,14.19,15.79,1.21,2.93,-0.12,12.53,15.36,0.33,0.29,17.19,0.2,0.03,4.61,5.65,2.89,2.47,9.97,-99.0,6633.97,-99.0,0.02,-19.16,3.97,14.98,0.29,0.04,0.44,6571.9,0.12,0.05,0.03,12.76,18.05,1,3078640000.0,208017000.0,217.124,87.6468,87.6468,-21.0456,13.3161,190.487,13.4298,87.6468,11.8829,4.0,0.195011,5960.0,87.6468,12.4638
rs0190 ,0.02,0.64,0.03,0.01,0.04,0.07,-99.0,0.12,11.74,18.18,0.05,2.4958045,0.03,-99.0,-99.0,0.16,151.32813,0.09,0.05,12.8,9.07,15.23,-99.0,14.53,0.96,2.29,-0.12,12.01,14.16,0.55,0.29,20.99,0.03,0.02,3.69,4.61,2.35,2.03,10.23,-99.0,6633.97,-99.0,0.02,-20.38,3.21,13.89,0.3,0.04,0.03,6427.9,0.02,0.09,0.02,12.16,16.68,1,1631800000.0,258701000.0,217.124,87.6468,87.6468,-21.0456,13.3161,190.487,13.4298,87.6468,11.8829,4.0,0.195011,5960.0,87.6468,12.4638
rs0191 ,0.02,0.75,0.04,0.02,-99.0,0.09,10.93,0.16,10.83,18.37,0.06,0.54400009,0.02,0.01,0.01,0.22,151.35028,0.12,0.02,11.84,11.48,14.76,12.45,13.93,1.13,2.68,-0.06,11.11,13.49,0.37,0.39,26.97,0.03,0.03,4.26,5.22,2.7,2.33,10.65,-99.0,6146.77,-99.0,0.03,-20.94,3.64,13.17,0.4,0.05,0.04,6226.1,0.04,0.02,0.02,-99.0,16.43,1,1092760000.0,0.0,146.869,109.674,109.674,-22.5708,12.6569,133.397,12.7405,109.674,12.8759,5.0,0.0871506,5653.0,109.674,12.8744
